Day,Open,High,Low,Close,Adj Close,Volume
133,3.875,3.9,3.83,3.855,0.770256,7855000
134,3.83,3.91,3.775,3.86,0.771255,9477000
135,3.855,3.91,3.85,3.855,0.770256,3069000
136,3.93,3.93,3.855,3.875,0.774252,1927000
137,3.875,3.88,3.82,3.835,0.76626,3414000
138,3.81,3.85,3.775,3.83,0.765261,3917000
139,3.825,3.865,3.825,3.83,0.765261,1296000
140,3.815,3.84,3.78,3.82,0.763263,1200000
141,3.81,3.845,3.775,3.83,0.765261,2558000
142,3.825,3.875,3.77,3.805,0.760266,3377000
143,3.795,3.8,3.62,3.77,0.753273,5582000
144,3.75,3.795,3.705,3.74,0.747278,2085000
145,3.75,3.775,3.7,3.76,0.751274,2348000
146,3.825,3.825,3.71,3.75,0.749276,863000
147,3.755,3.755,3.655,3.68,0.73529,3695000
148,3.66,3.66,3.475,3.62,0.723301,6060000
149,3.6,3.65,3.58,3.61,0.721303,2542000
150,3.58,3.67,3.565,3.63,0.725299,6639000
151,3.65,3.845,3.615,3.62,0.723301,4140000
152,3.6,3.6,3.29,3.535,0.706318,12399000
153,3.46,3.55,3.355,3.52,0.703321,2970000
154,3.55,3.57,3.5,3.55,0.709315,1097000
155,3.625,3.625,3.51,3.585,0.716308,822000
156,3.55,3.7,3.55,3.615,0.722302,1454000
157,3.605,3.8,3.605,3.775,0.754271,2350000
158,3.7,3.745,3.65,3.685,0.736289,681000
159,3.7,3.715,3.65,3.665,0.732293,371000
160,3.635,3.675,3.62,3.635,0.726298,328000
161,3.655,3.655,3.6,3.615,0.722302,830000
162,3.6,3.625,3.575,3.605,0.720304,839000
163,3.61,3.615,3.55,3.56,0.711313,655000
164,3.61,3.615,3.55,3.56,0.711313,655000
165,3.55,3.575,3.53,3.535,0.706318,302000
166,3.65,3.65,3.44,3.5,0.699325,610000
167,3.47,3.53,3.325,3.35,0.669354,1982000
168,3.45,3.6,3.45,3.51,0.701323,785000
169,3.55,3.6,3.48,3.495,0.698325,488000
170,3.48,3.515,3.48,3.5,0.699325,862000
171,3.51,3.55,3.495,3.54,0.707317,1025000
172,3.52,3.625,3.515,3.6,0.719305,905000
173,3.58,3.64,3.58,3.63,0.725299,799000
174,3.6,3.695,3.595,3.655,0.730295,972000
175,3.605,3.695,3.605,3.685,0.736289,557000
176,3.7,3.715,3.655,3.705,0.740285,453000
177,3.795,3.795,3.59,3.64,0.727298,1064000
178,3.6,3.66,3.6,3.655,0.730295,746000
179,3.675,3.74,3.665,3.7,0.739286,1373000
180,3.69,3.725,3.665,3.705,0.740285,570000
181,3.72,3.72,3.68,3.7,0.739286,1236000
182,3.685,3.725,3.67,3.72,0.743282,1502000
183,3.74,3.74,3.69,3.725,0.744281,1163000
184,3.7,3.725,3.675,3.715,0.742283,671000
185,3.695,3.74,3.695,3.725,0.744281,308000
186,3.665,3.74,3.665,3.715,0.742283,641000
187,3.72,3.8,3.7,3.765,0.752274,647000
188,3.725,3.745,3.7,3.72,0.743282,413000
189,3.725,3.75,3.675,3.685,0.736289,264000
190,3.675,3.7,3.635,3.655,0.730295,282000
191,3.64,3.66,3.575,3.64,0.727298,594000
192,3.61,3.66,3.605,3.625,0.7243,605000
193,3.56,3.69,3.56,3.63,0.725299,230000
194,3.61,3.625,3.595,3.615,0.722302,322000
195,3.605,3.65,3.54,3.605,0.720304,905000
196,3.51,3.605,3.51,3.58,0.715309,414000
197,3.58,3.69,3.52,3.63,0.725299,1144000
198,3.58,3.69,3.52,3.63,0.725299,1144000
199,3.685,3.685,3.55,3.555,0.710314,660000
200,3.51,3.625,3.51,3.58,0.715309,807000
201,3.52,3.55,3.35,3.45,0.689334,1285000
202,3.305,3.475,3.305,3.405,0.680343,785000
203,3.57,3.57,3.365,3.455,0.690333,664000
204,3.485,3.525,3.45,3.505,0.700324,397000
205,3.545,3.6,3.48,3.5,0.699325,210000
206,3.5,3.5,3.43,3.445,0.688335,249000
207,3.42,3.585,3.4,3.53,0.705319,603000
208,3.4,3.59,3.4,3.5,0.699325,300000
209,3.475,3.525,3.47,3.515,0.702322,303000
210,3.525,3.585,3.5,3.55,0.709315,1006000
211,3.525,3.585,3.5,3.55,0.709315,1006000
212,3.745,3.795,3.65,3.74,0.747278,859000
213,3.89,4,3.81,3.925,0.784243,1084000
214,3.9,3.94,3.665,3.7,0.739286,821000
215,3.68,3.77,3.665,3.76,0.751274,297000
216,3.76,3.825,3.75,3.805,0.760266,613000
217,3.77,3.87,3.77,3.83,0.765261,778000
218,3.77,3.87,3.77,3.83,0.765261,778000
219,3.825,3.9,3.685,3.77,0.753273,731000
220,3.75,3.84,3.75,3.815,0.762264,622000
221,3.705,3.85,3.705,3.835,0.76626,694000
222,3.82,3.85,3.775,3.815,0.762264,571000
223,3.795,3.825,3.72,3.815,0.762264,597000
224,3.79,3.825,3.79,3.8,0.759267,389000
225,3.81,3.84,3.8,3.815,0.762264,244000
226,3.87,3.975,3.85,3.96,0.791236,447000
227,3.87,3.975,3.85,3.96,0.791236,447000
228,3.925,4,3.9,3.93,0.785242,556000
229,3.94,3.955,3.88,3.9,0.779247,358000
230,3.88,3.925,3.865,3.895,0.778248,222000
231,3.9,3.925,3.86,3.88,0.775251,386000
232,3.885,3.9,3.8,3.825,0.764262,532000
233,3.79,3.825,3.775,3.805,0.760266,379000
234,3.85,3.85,3.79,3.805,0.760266,377000
235,3.82,3.82,3.795,3.805,0.760266,340000
236,3.795,3.88,3.605,3.805,0.760266,1061000
237,3.79,3.825,3.775,3.805,0.760266,406000
238,3.8,3.8,3.715,3.78,0.755271,149000
239,3.755,3.815,3.745,3.805,0.760266,313000
240,3.9,3.9,3.78,3.8,0.759267,144000
241,3.8,3.81,3.765,3.8,0.759267,248000
242,3.73,3.815,3.73,3.81,0.761265,580000
243,3.705,3.745,3.685,3.715,0.742283,355000
244,3.7,3.775,3.7,3.74,0.747278,247000
245,3.75,3.79,3.72,3.73,0.74528,155000
246,3.74,3.775,3.705,3.725,0.744281,173000
247,3.705,3.755,3.7,3.735,0.746279,385000
248,3.75,3.8,3.74,3.79,0.757269,381000
249,3.825,3.83,3.73,3.775,0.754271,413000
250,3.73,3.79,3.725,3.75,0.749276,230000
251,3.825,3.84,3.755,3.815,0.762264,526000
252,3.805,3.9,3.785,3.885,0.77625,636000
253,3.95,3.95,3.83,3.85,0.769257,318000
254,3.85,3.895,3.8,3.825,0.764262,246000
255,3.805,3.895,3.805,3.885,0.77625,244000
256,3.9,3.93,3.85,3.92,0.783244,423000
257,3.925,3.995,3.865,3.955,0.790237,596000
258,3.925,3.995,3.865,3.955,0.790237,596000
259,4,4.18,3.975,4.095,0.81821,574000
260,4,4.18,3.975,4.095,0.81821,574000
261,4.1,4.195,3.9,3.92,0.783244,893000
262,4.1,4.195,3.9,3.92,0.783244,893000
263,4.14,4.195,4.05,4.195,0.83819,892000
264,4.25,4.295,4.105,4.125,0.824204,996000
265,4.145,4.195,4.1,4.15,0.829199,496000
266,4.2,4.275,4.14,4.155,0.830198,612000
267,4.125,4.235,4.125,4.21,0.841188,964000
268,4.25,4.375,4.25,4.33,0.865164,960000
269,4.3,4.395,4.3,4.36,0.871159,900000
270,4.45,4.665,4.45,4.665,0.9321,1495000
271,4.855,4.855,4.55,4.615,0.922109,1490000
272,4.615,4.695,4.525,4.605,0.920111,1658000
273,4.65,4.93,4.65,4.93,0.985048,3326000
274,5.1,5.275,4.585,4.625,0.924107,3445000
275,4.375,4.825,4.375,4.62,0.923108,2193000
276,4.57,4.6,4.415,4.44,0.887143,1152000
277,4.44,4.44,4.225,4.295,0.858171,2153000
278,4.5,4.57,4.35,4.545,0.908123,1472000
279,4.5,4.57,4.35,4.545,0.908123,1472000
280,4.545,4.56,4.495,4.545,0.908123,915000
281,4.55,4.71,4.55,4.69,0.937095,2722000
282,4.69,4.9,4.65,4.87,0.97306,2600000
283,5.1,5.1,4.67,4.705,0.940092,2714000
284,4.705,4.75,4.61,4.72,0.943089,1441000
285,5,5,4.5,4.605,0.920111,1780000
286,4.515,4.525,4.41,4.465,0.892138,1829000
287,4.43,4.635,4.43,4.56,0.91112,3357000
288,4.74,4.75,4.59,4.6,0.919112,1191000
289,4.6,4.64,4.56,4.62,0.923108,589000
290,4.59,4.635,4.58,4.6,0.919112,649000
291,4.575,4.64,4.575,4.615,0.922109,689000
292,4.6,4.725,4.6,4.665,0.9321,1291000
293,4.7,4.745,4.65,4.73,0.945087,1218000
294,4.7,4.735,4.675,4.685,0.936096,685000
295,4.7,4.715,4.675,4.69,0.937095,697000
296,4.75,4.755,4.68,4.715,0.94209,713000
297,4.69,4.715,4.625,4.645,0.928104,1045000
298,4.665,4.7,4.65,4.695,0.938094,689000
299,4.69,4.69,4.6,4.605,0.920111,739000
300,4.595,4.645,4.4,4.565,0.912119,819000
301,4.515,4.59,4.415,4.46,0.891139,757000
302,4.41,4.49,4.38,4.45,0.889141,930000
303,4.415,4.52,4.415,4.505,0.900131,580000
304,4.51,4.7,4.51,4.68,0.935097,1051000
305,4.9,4.955,4.7,4.845,0.968065,1567000
306,5.225,5.55,5.185,5.305,1.059976,5822000
307,5.31,5.375,5.2,5.31,1.060975,3289000
308,5.5,5.68,5.45,5.5,1.098938,5501000
309,5.4,5.49,5.31,5.46,1.090946,2469000
310,5.4,5.49,5.31,5.46,1.090946,2469000
311,5.36,5.425,5.115,5.165,1.032003,4684000
312,5.15,5.3,5.01,5.065,1.012023,3349000
313,5.29,5.325,5.18,5.275,1.053982,2118000
314,5.29,5.325,5.13,5.175,1.034001,952000
315,5.125,5.2,5.07,5.165,1.032003,1256000
316,5.155,5.19,5.11,5.145,1.028007,996000
317,5.15,5.155,5.015,5.055,1.010025,1791000
318,5.13,5.165,4.94,4.96,0.991043,919000
319,4.91,4.995,4.875,4.94,0.987047,696000
320,4.995,5.03,4.905,4.93,0.985048,632000
321,4.995,5.03,4.905,4.93,0.985048,632000
322,4.915,4.97,4.825,4.86,0.971062,1130000
323,4.95,5,4.875,4.99,0.997037,727000
324,4.99,5.025,4.92,5,0.999035,605000
325,4.99,5.025,4.92,5,0.999035,605000
326,4.65,4.725,4.5,4.52,0.903128,1259000
327,4.5,4.67,4.35,4.645,0.928104,1370000
328,4.735,4.925,4.735,4.895,0.978055,899000
329,4.91,5.05,4.9,5.035,1.006028,1245000
330,5,5.025,4.95,5,0.999035,1721000
331,4.975,5.1,4.96,5.03,1.00503,1922000
332,4.975,5.1,4.96,5.03,1.00503,1922000
333,5.15,5.25,5.11,5.22,1.042992,1411000
334,5.15,5.165,4.985,5.065,1.012023,1469000
335,5.01,5.225,4.91,5.19,1.036998,2478000
336,5.01,5.225,4.91,5.19,1.036998,2478000
337,5.17,5.215,5.1,5.185,1.036,1485000
338,5.17,5.215,5.1,5.185,1.036,1485000
339,5.265,5.55,5.265,5.485,1.095942,5272000
340,5.265,5.55,5.265,5.485,1.095942,5272000
341,5.8,5.8,5.605,5.74,1.146892,3718000
342,5.81,5.85,5.675,5.78,1.154885,3368000
343,5.825,5.825,5.7,5.71,1.140898,2521000
344,5.74,5.845,5.68,5.7,1.1389,2240000
345,5.675,5.685,5.625,5.67,1.132906,1157000
346,5.67,5.745,5.6,5.705,1.139899,2217000
347,5.675,5.725,5.665,5.71,1.140898,2392000
348,6.005,6.025,5.755,5.82,1.162877,4123000
349,6.005,6.025,5.755,5.82,1.162877,4123000
350,5.825,5.825,5.7,5.8,1.158881,2363000
351,5.75,5.805,5.73,5.795,1.157881,1971000
352,5.775,5.83,5.75,5.8,1.158881,2583000
353,5.8,5.845,5.76,5.8,1.158881,890000
354,5.805,6.205,5.8,6.205,1.239803,9226000
355,6.395,6.575,6.125,6.225,1.243798,10588000
356,6.2,6.245,5.85,5.915,1.181858,5296000
357,5.9,6.09,5.87,6.02,1.202838,4198000
358,6.15,6.19,5.75,6.04,1.206835,3162000
359,6.025,6.04,5.92,6,1.198842,1704000
360,5.96,6.03,5.935,5.985,1.195845,1196000
361,6,6.025,5.925,5.94,1.186854,957000
362,5.955,6.245,5.825,6.02,1.202838,5456000
363,6.19,6.19,5.875,5.9,1.178862,4213000
364,5.875,5.92,5.75,5.77,1.152887,2519000
365,5.795,5.795,5.71,5.75,1.14889,1623000
366,5.715,5.79,5.7,5.71,1.140898,1162000
367,5.69,5.73,5.5,5.53,1.104933,2458000
368,5.6,5.6,5.39,5.47,1.092944,1732000
369,5.435,5.6,5.405,5.59,1.116921,2128000
370,5.595,5.695,5.54,5.66,1.130908,1537000
371,5.7,6.02,5.7,5.93,1.184856,3272000
372,5.93,6.24,5.86,6.115,1.22182,4629000
373,6.5,6.52,6.25,6.39,1.276767,19944000
374,6.4,6.405,6.315,6.335,1.265778,5280000
375,6.3,6.36,6.27,6.335,1.265778,4451000
376,6.38,6.38,6.285,6.3,1.440722,2834000
377,6.315,6.36,6.29,6.345,1.451013,2240000
378,6.35,6.42,6.33,6.385,1.46016,4600000
379,6.385,6.43,6.365,6.415,1.467022,4106000
380,6.43,6.585,6.38,6.485,1.483029,12038000
381,6.45,6.515,6.36,6.405,1.464734,3420000
382,6.41,6.54,6.41,6.52,1.491033,3970000
383,6.565,6.575,6.42,6.455,1.476169,3887000
384,6.4,6.445,6.365,6.425,1.469308,1863000
385,6.435,6.44,6.35,6.36,1.454444,2051000
386,6.365,6.375,6.26,6.28,1.436149,2801000
387,6.26,6.3,6.225,6.295,1.439579,2047000
388,6.3,6.3,6.16,6.19,1.415567,3384000
389,6.19,6.24,6.17,6.215,1.421284,1861000
390,6.35,6.35,6.17,6.18,1.41328,2000000
391,6.15,6.27,6.13,6.25,1.429288,2224000
392,6.3,6.45,6.225,6.43,1.470452,4935000
393,6.4,6.635,6.4,6.52,1.491033,10330000
394,6.5,6.55,6.355,6.42,1.468165,3480000
395,6.475,6.58,6.375,6.515,1.48989,5028000
396,6.525,6.625,6.425,6.465,1.478456,6201000
397,6.5,6.575,6.45,6.54,1.495607,9052000
398,6.575,7,6.56,7,1.600803,5919000
399,7.35,7.4,7.125,7.19,1.644253,8058000
400,7.15,7.235,6.92,7.075,1.617954,4157000
401,7.05,7.05,6.865,6.89,1.575647,3626000
402,6.92,6.97,6.85,6.925,1.583651,3200000
403,7,7.09,6.955,7.03,1.607663,2480000
404,7.085,7.15,7.025,7.125,1.629389,2634000
405,7.085,7.15,7.025,7.125,1.629389,2634000
406,7.03,7.07,6.95,7.035,1.608807,2014000
407,7.05,7.4,7.025,7.32,1.673982,3692000
408,7.5,7.59,7.35,7.46,1.705998,3767000
409,7.46,7.485,7.37,7.41,1.694564,1911000
410,7.4,7.425,7.3,7.4,1.692277,1806000
411,7.4,7.43,7.325,7.405,1.693421,1572000
412,7.35,7.425,7.23,7.325,1.675125,1705000
413,7.385,7.425,7.33,7.38,1.687703,3362000
414,7.4,7.43,7.38,7.405,1.693421,1262000
415,7.415,7.5,7.37,7.475,1.709429,2393000
416,7.415,7.56,7.405,7.505,1.716289,2048000
417,7.5,7.69,7.475,7.61,1.740301,3385000
418,7.675,7.75,7.55,7.655,1.750592,807000
419,7.5,7.59,7.45,7.525,1.720863,1917000
420,7.49,7.535,7.4,7.46,1.705998,2587000
421,7.46,7.465,7.39,7.425,1.697994,2085000
422,7.4,7.445,7.16,7.2,1.64654,886000
423,7.205,7.38,7.1,7.13,1.630532,813000
424,7.08,7.215,7.08,7.2,1.64654,983000
425,7.08,7.215,7.08,7.2,1.64654,983000
426,7.13,7.175,7.1,7.125,1.629389,644000
427,7.12,7.145,7.025,7.075,1.617954,1096000
428,7.01,7.01,6.75,6.955,1.590512,610000
429,6.975,6.985,6.825,6.95,1.589368,559000
430,6.925,6.985,6.5,6.535,1.494463,1001000
431,6.77,6.77,6.265,6.51,1.488747,642000
432,6.575,6.6,6.425,6.445,1.473882,793000
433,6.5,6.675,6.49,6.575,1.503611,715000
434,6.505,6.7,6.5,6.665,1.524193,926000
435,6.475,7,6.475,6.86,1.568787,3200000
436,6.9,6.94,6.61,6.805,1.556209,2084000
437,6.85,6.9,6.7,6.74,1.541344,793000
438,6.87,7.045,6.85,6.91,1.580221,986000
439,7,7.1,6.755,6.79,1.552778,471000
440,6.93,7.05,6.74,7.015,1.604233,1115000
441,7.075,7.2,6.95,7.12,1.628245,1499000
442,7.195,7.22,6.95,7.03,1.607663,1017000
443,6.95,7.025,6.85,6.96,1.591656,541000
444,6.975,7.015,6.95,6.97,1.593942,487000
445,6.875,7,6.875,6.915,1.581364,640000
446,6.89,6.96,6.805,6.89,1.575647,473000
447,6.85,6.995,6.85,6.945,1.588225,1088000
448,6.885,6.945,6.885,6.915,1.581364,406000
449,6.65,6.93,6.65,6.82,1.559639,2277000
450,6.825,6.915,6.815,6.9,1.577934,799000
451,6.825,6.89,6.76,6.815,1.558496,935000
452,6.8,6.825,6.75,6.785,1.551635,751000
453,6.85,6.93,6.775,6.785,1.551635,290000
454,6.75,6.8,6.74,6.75,1.543631,175000
455,6.75,6.825,6.705,6.8,1.555066,360000
456,6.8,7.34,6.8,7.26,1.660261,2502000
457,7.005,7.49,6.825,7.27,1.662548,2435000
458,7,7.065,6.89,7.015,1.604233,840000
459,7,7.065,6.89,7.015,1.604233,840000
460,7,7.065,6.89,7.015,1.604233,840000
461,7.02,7.3,6.96,7.215,1.64997,1295000
462,7.02,7.3,6.96,7.215,1.64997,1295000
463,7.02,7.3,6.96,7.215,1.64997,1295000
464,7.02,7.3,6.96,7.215,1.64997,1295000
465,7.215,7.4,7.15,7.21,1.648827,1286000
466,7.25,7.3,7.065,7.13,1.630532,848000
467,7.05,7.2,7.04,7.07,1.616811,1121000
468,7.12,7.235,7.11,7.19,1.644253,838000
469,7.3,7.795,7.215,7.73,1.767744,5913000
470,7.8,7.88,7.525,7.705,1.762027,6951000
471,7.785,8.48,7.63,8.48,1.939258,9592000
472,8.51,8.825,8.275,8.56,1.957553,7487000
473,8.7,8.74,8.31,8.375,1.915246,4225000
474,8.445,8.45,7.93,8.165,1.867222,5093000
475,8.025,8.375,7.915,8.2,1.875226,3129000
476,8.1,8.2,8.06,8.1,1.852358,1284000
477,8.06,8.06,7.605,7.82,1.788325,3832000
478,7.79,8.5,7.79,8.29,1.895808,2322000
479,8.29,8.29,8.08,8.11,1.854644,1241000
480,8.29,8.29,8.08,8.11,1.854644,1241000
481,8.17,8.17,7.95,8.025,1.835206,784000
482,8.03,8.1,7.84,7.975,1.823772,1064000
483,7.95,7.95,7.75,7.78,1.779178,1000000
484,7.7,7.795,7.65,7.775,1.778034,706000
485,7.95,7.95,7.675,7.73,1.767744,482000
486,7.7,7.715,7.525,7.54,1.724293,827000
487,7.525,7.6,7.465,7.535,1.72315,881000
488,7.515,7.56,7.475,7.485,1.711716,706000
489,7.375,7.415,7.25,7.33,1.676269,1861000
490,7.375,7.415,7.25,7.33,1.676269,1861000
491,7.255,7.35,7.12,7.2,1.64654,1241000
492,7.21,7.225,7.125,7.19,1.644253,1001000
493,6.825,7.045,6.815,6.99,1.598516,1081000
494,6.71,7.05,6.71,7.025,1.60652,566000
495,7.01,7.15,6.95,7.1,1.623672,573000
496,7.075,7.075,6.96,6.985,1.597373,714000
497,7,7.395,6.95,7.315,1.672839,817000
498,7.25,7.25,7.115,7.18,1.641966,663000
499,7.14,7.29,7,7.24,1.655687,1011000
500,7.16,7.17,7.01,7.095,1.622528,542000
501,7.01,7.215,6.925,7.065,1.615667,1030000
502,7.03,7.075,6.95,6.99,1.598516,698000
503,7.05,7.18,7,7.01,1.60309,344000
504,6.91,7,6.85,6.99,1.598516,706000
505,6.9,7.15,6.9,7.055,1.613381,2568000
506,7.05,7.45,7.05,7.28,1.664835,790000
507,7.3,7.3,7.035,7.105,1.624815,2782000
508,7.14,7.14,7.02,7.1,1.623672,426000
509,7.045,7.11,6.955,7.065,1.615667,413000
510,7.28,7.28,6.96,7.02,1.605376,317000
511,7.05,7.08,7,7.07,1.616811,191000
512,7.015,7.185,7.01,7.085,1.620241,549000
513,7.14,7.25,7.14,7.23,1.6534,427000
514,7.2,7.7,7.2,7.58,1.733441,2453000
515,7.525,7.7,7.4,7.575,1.732297,637000
516,7.6,7.85,7.6,7.78,1.779178,1084000
517,7.8,8,7.795,7.95,1.818054,813000
518,7.8,7.9,7.675,7.815,1.787182,723000
519,0,0,0,0,0,0
520,7.825,8.1,7.82,7.91,1.808907,486000
521,7.94,8.1,7.85,8.005,1.830632,557000
522,8.195,8.49,7.8,7.835,1.791756,569000
523,7.85,8.19,7.825,8.05,1.840923,704000
524,7.95,8.14,7.95,8.075,1.84664,403000
525,8.15,8.25,8.025,8.085,1.848927,543000
526,8.15,8.15,7.965,7.99,1.827202,512000
527,7.9,7.995,7.765,7.825,1.789469,840000
528,7.9,8,7.75,7.81,1.786038,551000
529,7.8,7.85,7.6,7.71,1.76317,1019000
