Day,Open,High,Low,Close,Adj Close,Volume
86,59.5,60.4375,58.875,59.25,46.521183,727600
87,60.75,63.125,60.75,63.125,49.563713,754900
88,63,64.4375,62.4375,62.5,49.072979,813600
89,62.4375,63.625,62.125,62.5625,49.122044,732100
90,62.5,62.5625,61,61.75,48.484104,448800
91,62.375,63.09375,61.625,63.09375,49.539169,636300
92,62.1875,62.8125,62,62.125,48.77853,250700
93,61.375,61.375,58.75,59.375,46.619335,1160600
94,60.125,60.125,58.0625,58.3125,45.785103,970200
95,58.5625,59.125,57.4375,57.6875,45.294373,753200
96,58.625,60.0625,58.5,60.0625,47.159134,1116700
97,60.0625,60.75,59.5,60.75,47.698925,721800
98,60.5625,61.75,58.375,59.125,46.423038,2369100
99,59.9375,62,59.0625,61.3125,48.140594,1534700
100,61.75,62.25,60.75,60.8125,47.747993,889800
101,61.0625,62.1875,60.875,61.9375,48.631329,831400
102,62,62.625,61.25,61.5625,48.336876,624700
103,61.3125,62.25,61.0625,62.25,48.876694,819900
104,62.375,62.75,61.125,61.4375,48.238747,800900
105,61.9375,62.5,61,61,47.895237,1113400
106,61,61.25,58.3125,59.1875,46.472099,793300
107,59.5,61.6875,59.5,61.6875,48.43502,739400
108,62.125,63.25,61.375,62.25,48.876694,1040500
109,62.125,64,61.8125,64,50.250725,944200
110,64,64.125,63.1875,63.1875,49.612793,366300
111,62.5,63.9375,61.875,63.9375,50.201664,488800
112,63.75,63.9375,63.5,63.6875,50.005371,229300
113,63.6875,63.75,62.75,62.9375,49.416492,644200
114,62.375,62.625,60.6875,61,47.895237,393000
115,60.5,62.5625,58.875,62,48.680397,1016000
116,60.5,60.625,58.25,59.75,46.913784,1088000
117,60.25,60.25,57.9375,59.25,46.521183,732700
118,59.5,61,59.5,60.375,47.404491,1082700
